draw,k,at_bound,param_Cl_L_h,param_Vc_L,param_Vp_L,param_Q_L_h,param_wt_exponent_Vc,param_wt_exponent_Cl,model,param_Cl,param_Vc,param_Vp,param_Q
49,0.010879915870361164,False,0.8884431367888489,3.1609333993743536,2.4709310378699607,3.98536928482414,1.0,0.9161490652330525,delavenne,,,,
50,0.011133654193191306,False,0.9332240160031001,3.1943242605835764,2.479357368619498,4.551975006120499,1.0,1.1221293226193076,delavenne,,,,
51,0.010976771454938862,False,0.9733539913765918,3.142138364851284,2.2472270375931735,4.301316338921967,1.0,0.9199768966720395,delavenne,,,,
52,0.01133638582515424,False,0.8503806461523674,2.9447915430831606,2.3523020430498662,5.715764808069402,1.0,0.5848462212533911,delavenne,,,,
53,0.010857729316857,False,0.8505417624171474,3.0429698452376064,2.345214469018954,4.488884027358196,1.0,1.1739339780182108,delavenne,,,,
54,0.011017102686779025,False,0.7958724298288609,2.9398419950274786,2.3413463018162757,5.206570084653642,1.0,0.8472453589241054,delavenne,,,,
55,0.010304961133819108,False,0.7598496120160513,3.099402982050455,2.2971305582462964,4.863019835613666,1.0,0.4833990216739108,delavenne,,,,
56,0.011206135302261559,False,1.0483643876319348,3.1333590952665724,2.1770979313891914,4.461225285417098,1.0,0.6833926892572474,delavenne,,,,
57,0.01148368821101204,False,0.955002759260343,3.064335079783616,2.5108715741498253,4.276343374431931,1.0,0.8972968461728599,delavenne,,,,
58,0.011405361906453032,False,0.9729787118415352,3.167335050939398,2.5518238897763252,4.258337776616837,1.0,0.5896483484972117,delavenne,,,,
59,0.010356401915631778,False,0.84590143133061,3.083984669480788,2.149739260958293,5.56130247964643,1.0,0.679550213455498,delavenne,,,,
60,0.010697714821084286,False,0.8566740499658205,3.071160326865766,2.2515511541316227,4.089559980720101,1.0,1.1031291507400334,delavenne,,,,
61,0.010782194234316046,False,0.8289960445723288,3.0724396493593424,2.4023167619527133,4.414902577211176,1.0,0.77554954178934,delavenne,,,,
62,0.009650390118939568,False,0.8072981228603433,3.2550490177427474,2.094155334979711,3.5699327193165296,1.0,0.9355069934814382,delavenne,,,,
63,0.01104510903357217,False,0.9867291048497243,3.266679054028037,2.467191882317231,4.614259923712522,1.0,0.6802018957213044,delavenne,,,,
64,0.012187385429634571,False,0.8707894449658032,3.0271682998052523,2.8778082554773388,6.045898027161997,1.0,0.5702733627617446,delavenne,,,,
65,0.012614940657636046,False,1.0194230836049363,2.8429521268574365,2.495772973533777,4.22318889332141,1.0,0.9904557410361183,delavenne,,,,
66,0.00986360346616034,False,0.7879416567675058,3.236341362652229,2.2732676938160385,3.871616959403763,1.0,0.7811111271538925,delavenne,,,,
67,0.009862505382360075,False,0.8326777349734248,3.3229359426748855,2.2786271452829063,3.7206338129150094,1.0,0.4497696161372349,delavenne,,,,
68,0.009668453479066424,False,0.7109621849286146,3.2226579153051422,2.241111293957231,5.905631104341986,1.0,0.6362476923140344,delavenne,,,,
69,0.010115083398695858,False,0.8649751169689124,3.1800922045185245,2.133501351098193,5.939374111725658,1.0,0.9376461944925053,delavenne,,,,
70,0.010365440538219093,False,0.8006871399337389,3.030219387569023,2.1533891624985184,4.7211487145101625,1.0,0.5920707741276169,delavenne,,,,
71,0.011012451953217213,False,1.0228205876154324,3.1490021600872358,2.2037223506545707,4.289864738798677,1.0,0.8681822169734486,delavenne,,,,
72,0.009937310354001187,False,0.7234098467040451,3.0452927103358878,2.130451403268996,4.984643711492897,1.0,1.0790090166463995,delavenne,,,,
73,0.010756078312414106,False,0.9516187513655319,3.034968418907615,2.1053322989736905,4.100701797570347,1.0,0.5583014498629518,delavenne,,,,
74,0.010788208252121161,False,0.8723794870561714,2.9362399998521114,2.164693573193304,5.371224662326142,1.0,0.7460240085799111,delavenne,,,,
75,0.010938854340881177,False,0.8527446785214207,2.9657670000795955,2.2473249030157505,5.210255185501029,1.0,0.663000874532904,delavenne,,,,
76,0.010567254442344045,False,0.8433197634999795,3.057281721885461,2.1907624997991992,5.2326317513747265,1.0,0.9343523281236598,delavenne,,,,
77,0.009848380017306426,False,0.7955008351908248,3.0115755911237474,1.9725801369365878,5.762814730706701,1.0,0.7418846038780924,delavenne,,,,
78,0.0108395300975224,False,0.8185254107328829,2.8760812822798556,2.2267918661273693,4.399213953444578,1.0,0.5274278569009528,delavenne,,,,
79,0.011122143457017905,False,1.00521911389617,3.047611128142742,2.18135060114329,4.59788999854144,1.0,0.7155174582107139,delavenne,,,,
80,0.011251405482458104,False,0.9822368451416643,3.231751244203614,2.4379998757127144,4.661209151790225,1.0,0.7191672845418048,delavenne,,,,
81,0.010511879146103364,False,0.887940052389818,3.0607394018582883,2.1391791605713633,4.7939196895814336,1.0,0.6202441644478124,delavenne,,,,
82,0.010001634808152962,False,0.7855398121874143,3.0899438581889287,2.130942849124563,4.140166651351814,1.0,0.9420367797900048,delavenne,,,,
83,0.010545120800767386,False,0.7585951993835097,3.206357372521999,2.556923774325047,4.458748997152671,1.0,0.7844592332944064,delavenne,,,,
84,0.010055541491070642,False,0.7674770177761212,3.2515965210555198,2.353429900943937,4.4208774028858535,1.0,0.4675282819322352,delavenne,,,,
85,0.010099404679137986,False,0.8700273144301136,3.120767708595555,2.051312313258498,6.429937225985987,1.0,0.5569683001836777,delavenne,,,,
86,0.010352492550474626,False,0.8254405419270038,3.331289721636623,2.4284204215676124,4.751249862153675,1.0,1.0904905998277548,delavenne,,,,
87,0.01029254201568706,False,0.8291335737570262,3.0590807907638227,2.120094411974827,4.750724910858857,1.0,0.7797925181458496,delavenne,,,,
88,0.010733341404712896,False,0.9014562195273269,3.2102021695263443,2.364862060189401,4.601629256536621,1.0,0.8500855554984041,delavenne,,,,
89,0.011299606378809344,False,0.9811856286894781,3.1402941019780313,2.387372583092133,4.7456378236464944,1.0,0.6850491184412388,delavenne,,,,
90,0.009800263652910791,False,0.7696405660695677,3.1397257020520155,2.108116628397492,4.463058266906093,1.0,1.2157173769296206,delavenne,,,,
91,0.009786806885923519,False,0.7638463394347815,3.3053178609174982,2.3190929312284827,6.223521037233631,1.0,0.4540593063243595,delavenne,,,,
92,0.010662649539930326,False,0.865252911808361,2.9704598230550805,2.11782607334105,4.828302003574266,1.0,0.6661851177287199,delavenne,,,,
93,0.011208412741854093,False,0.9668137579516564,3.088934031545826,2.393631084879002,3.1946258502627503,1.0,0.7392743538804314,delavenne,,,,
94,0.010483296023465996,False,0.8528215922553868,3.0765842441982376,2.174551935647079,4.065984741403815,1.0,1.037030874003749,delavenne,,,,
95,0.010280894191194375,False,0.7960595659718501,3.1989224056345553,2.364381577108854,4.36955187335244,1.0,1.201036206468836,delavenne,,,,
96,0.010561578759646426,False,0.8452107128112067,3.068633951970674,2.163163848703529,4.42641279169,1.0,0.6770615847567708,delavenne,,,,
97,0.009055172791935384,False,0.7551852684119444,3.2196948289043603,1.904498059919683,5.4758887258549525,1.0,0.9235816472389419,delavenne,,,,
98,0.010494242439444561,False,0.9505200481770247,3.1553569112668183,2.2186946918971753,5.271367576394372,1.0,0.754842825777804,delavenne,,,,
99,0.009908492148895581,False,0.7910231492823876,3.0917119782145486,2.1266098523293304,6.190858726379346,1.0,1.1332679709112787,delavenne,,,,
100,0.011646183810060837,False,1.0431194688693426,2.948366443760228,2.2197859992339386,6.118120592550772,1.0,0.7831125920094816,delavenne,,,,
101,0.011134597087830272,False,0.9099143380984844,3.041968786308957,2.3532228853453976,3.9336403406246236,1.0,0.6829045564417293,delavenne,,,,
102,0.010940928560614599,False,0.8331859765863268,2.9833217728269403,2.225235315068787,4.72134443266486,1.0,0.7724151180757164,delavenne,,,,
103,0.009691422128624304,False,0.7472823228020431,3.1015061300058004,2.033081815489172,5.314069985789254,1.0,1.1372360444616143,delavenne,,,,
104,0.011337593002368968,False,0.8605166218386415,3.0147718225909865,2.5469253627875084,4.104542070880406,1.0,0.28467130878975966,delavenne,,,,
105,0.010909375933969297,False,0.8832244410998643,3.160150179600978,2.4498799486420904,4.758765312248092,1.0,0.5795788928896556,delavenne,,,,
106,0.011632439817341238,False,0.8772573058341285,2.8985134257046132,2.5122546469399003,3.5551073812308314,1.0,0.9974244876259138,delavenne,,,,
107,0.00974811562444002,False,0.849462889467177,3.365026858637117,2.2072733881401545,5.724918801196588,1.0,0.9105963634152803,delavenne,,,,
108,0.010419159690490079,False,0.8796759980228518,3.200665492455974,2.286783302749702,5.404505107996624,1.0,0.5612881230458256,delavenne,,,,
109,0.011365158135782838,False,0.88040919096403,2.966362690873564,2.513266126286187,4.356246816375,1.0,0.6785836022104076,delavenne,,,,
110,0.00962840848966384,False,0.7641012513933708,3.1143069790701956,1.974162666610051,4.874689626991233,1.0,1.4072527735707885,delavenne,,,,
111,0.011173052307900598,False,0.9776453178998886,3.1883007980584046,2.4263532412541386,3.6233890373085575,1.0,1.0262471121079528,delavenne,,,,
112,0.01043669065013116,False,0.8584540257557791,3.247829970755725,2.39647234359085,5.2051771309171775,1.0,0.668645954269526,delavenne,,,,
113,0.010181815311765199,False,0.8699551078992672,3.154826521672851,2.1677324465336,3.628483385022235,1.0,0.8043853060252307,delavenne,,,,
114,0.010798033954565743,False,0.8974227776597493,3.1168491366502447,2.325044505560098,5.93227594652581,1.0,1.0591080625155822,delavenne,,,,
115,0.011230796954640666,False,0.9084299028540865,3.0889403267740434,2.431868028465418,4.152258106858414,1.0,0.5948297880512778,delavenne,,,,
116,0.009152470928729749,False,0.7799560551159705,3.14414352782898,1.8522044122066945,5.417056959572087,1.0,0.8456125102815062,delavenne,,,,
117,0.010099150267951232,False,0.7721563087446682,3.32632419313506,2.484423870349959,4.749429954229936,1.0,0.959534013507147,delavenne,,,,
118,0.01000511251782327,False,0.8903122087018216,3.0382491459031034,1.9328650248606547,4.554797320457911,1.0,0.6365944901825515,delavenne,,,,
119,0.010815611920116213,False,0.9285527095719548,3.2876237889657203,2.467011621813845,4.756240324950907,1.0,0.9507925147492204,delavenne,,,,
120,0.011446441010957186,False,0.9297886055614356,3.0467296448463386,2.488373052220793,4.675098306911573,1.0,0.6896929160200859,delavenne,,,,
121,0.01123819470783222,False,0.8736689856064884,3.1577647835322296,2.6606999008197927,4.173755854192467,1.0,0.4506011479182055,delavenne,,,,
122,0.009629015488871384,False,0.8568885614773751,3.274662144551056,2.095249809918132,4.371379931414675,1.0,0.5862219289704246,delavenne,,,,
123,0.010441544048988774,False,0.916158913244893,3.298776024530959,2.281162282642895,5.485105310709413,1.0,0.8528673635556,delavenne,,,,
124,0.010355861404643913,False,0.7916570767900485,3.034965471782379,2.141549551807627,4.00789841586052,1.0,0.9826926632105887,delavenne,,,,
125,0.009833523358317869,False,0.7311153220378609,3.144398995508282,2.254181559201969,4.864963583290024,1.0,0.5773401180171236,delavenne,,,,
126,0.009183693454925222,False,0.7139342336460968,3.316980976931008,2.23101050848007,3.086405131305178,1.0,0.7802087678810925,delavenne,,,,
127,0.011017343867169918,False,0.9943298332223752,2.987871870608796,2.0473317836296143,4.576974225221264,1.0,0.4821261264876432,delavenne,,,,
128,0.01049714915388665,False,0.7246553519346803,2.9732296124381112,2.2982423119184876,4.418105239420938,1.0,0.9846773671259987,delavenne,,,,
129,0.009557328570537335,False,0.8015245991302998,3.381147029781827,2.225360434605189,4.830278338422326,1.0,0.6609582780684958,delavenne,,,,
130,0.010635261491092883,False,0.8234391593978007,3.123092499963294,2.412746029759476,4.768204890964891,1.0,0.8380695260465465,delavenne,,,,
131,0.010904573763653912,False,0.8862610646745995,3.2465737477405168,2.5385283209772402,4.171808170739742,1.0,1.0172689944387678,delavenne,,,,
132,0.010790046648566178,False,0.717259487370606,3.2053564884103327,2.766727822616684,4.941906935947658,1.0,1.0312468701069568,delavenne,,,,
133,0.010939275507598533,False,0.874215717388251,2.9260234278721176,2.2036888355078057,4.931967141021427,1.0,0.7172376950739976,delavenne,,,,
134,0.010653685581396344,False,0.9135565619061209,3.065077251955267,2.1066826604950637,4.792189128312229,1.0,0.8788888390493185,delavenne,,,,
135,0.010011558121018517,False,0.7877436245060713,3.1115784323151066,2.1476639363525796,5.391639971398729,1.0,0.5073840045285578,delavenne,,,,
136,0.01147152100364478,False,1.0318761098467781,3.0462740234231456,2.243307736373984,5.308082199638612,1.0,0.8959575265584898,delavenne,,,,
137,0.011690983416152734,False,0.8485555649663731,2.9347518441226472,2.550137642933327,3.8552699458472968,1.0,0.7945074043445097,delavenne,,,,
138,0.01088518363470998,False,1.0254816206788615,3.0554385877256274,2.024947680523415,4.258939476414589,1.0,0.7467587842808782,delavenne,,,,
139,0.011013520611325236,False,0.9360564725113176,3.1727163704067127,2.3907069352395696,6.4395544294562175,1.0,0.5330952343669041,delavenne,,,,
140,0.010014604854568773,False,0.8695382490739709,3.084100195074446,1.981709402057031,4.2556390008388565,1.0,1.3308563774003452,delavenne,,,,
141,0.010778944600685049,False,0.8720035369923027,3.046435831652242,2.2305904470879176,5.894082275987433,1.0,0.9293934833947525,delavenne,,,,
142,0.009933915956225373,False,0.939102209829707,3.469852414322285,2.254435573845995,5.51734589503129,1.0,0.6880777950293065,delavenne,,,,
143,0.011145311358788967,False,0.8576220689853632,2.9029046114426236,2.2139540074527906,4.84597889710736,1.0,0.8035081092997715,delavenne,,,,
144,0.010501528569097283,False,0.9319180671907998,3.284779551727143,2.3533155809174864,3.352007672697667,1.0,0.9663052820634532,delavenne,,,,
145,0.010915787057267359,False,0.9609007695667322,3.0300634310994874,2.137379103766301,5.263734642839065,1.0,0.9041634598147708,delavenne,,,,
146,0.010001432478923189,False,0.8393315840336658,3.2509333967813765,2.268091550668972,3.1263515812647573,1.0,0.5061411159384269,delavenne,,,,
147,0.01019016756972015,False,0.8039415641786277,3.0585700938523437,2.0769735739214794,4.980145011641149,1.0,1.2271802122816606,delavenne,,,,
148,0.010726577344259592,False,0.8184544290557293,3.070062766928044,2.4017321288990656,3.725562276494677,1.0,0.46552854524112613,delavenne,,,,
149,0.009914113759973647,False,0.6950128760115142,3.3645617051955066,2.5024166159475683,6.31897524571869,1.0,0.8570964838077612,delavenne,,,,
150,0.010342524190541096,False,0.8675975872231765,3.1508140833015315,2.151675689352137,4.427443946378349,1.0,0.6036486401414617,delavenne,,,,
151,0.011318578699321982,False,0.890226067989871,3.082096772458017,2.483522161255411,5.467303248154926,1.0,0.5607779794311085,delavenne,,,,
152,0.01065629070307276,False,0.8972909199310216,3.1005313111162582,2.2576391620328917,4.569541054261166,1.0,0.3761754664951257,delavenne,,,,
153,0.00994748080095826,False,0.9183043254362925,3.2848626063496655,2.072082248377375,4.210060937398234,1.0,0.621265503668196,delavenne,,,,
154,0.010470460951673845,False,0.7342725839370908,3.0038338658615666,2.369477718715957,4.843339720012556,1.0,0.5372345360312737,delavenne,,,,
155,0.01074352474144239,False,0.8920912321179824,3.1009889940039312,2.2986753487124063,4.660465179622056,1.0,0.4363830913536322,delavenne,,,,
156,0.011103079181489414,False,0.8810807968171426,2.9757349377312954,2.3219117765316373,3.8890839006409643,1.0,0.9584262341965624,delavenne,,,,
157,0.010341272928222761,False,0.9565924660321948,3.1316777239676474,2.0271684804827306,4.9572474955066275,1.0,0.6924658661726252,delavenne,,,,
158,0.010070883119189439,False,0.7457913002627451,3.0047638896723874,2.1627705134264317,5.958943671944075,1.0,0.8246210302760107,delavenne,,,,
159,0.009964659215113645,False,0.840832794231335,3.066618264713277,2.0024773221291037,4.878625629331848,1.0,0.8358225888405119,delavenne,,,,
160,0.010501988221303655,False,0.8029537061784675,3.0466437094376566,2.2509191800074584,3.960900754313514,1.0,0.6705386279636673,delavenne,,,,
161,0.010972919856789151,False,0.8964949695042707,3.02618512086918,2.2737438633891602,3.8740610474399344,1.0,0.6050990559324673,delavenne,,,,
162,0.009256242591781651,False,0.8538277392072315,3.198627839808726,1.793169648929905,5.19337602545401,1.0,0.8726971909290112,delavenne,,,,
163,0.010337058747647591,False,0.8746412286532127,3.0353179198711353,2.060816057870671,3.969973363546768,1.0,0.9423439310876058,delavenne,,,,
164,0.010415786471417878,False,0.9819809736507283,3.1785345748103624,2.123932386574891,4.935899158182266,1.0,0.47793953386620813,delavenne,,,,
165,0.010587051728403863,False,0.7368721246405193,3.0095535190746556,2.3520188624476708,4.600088913035863,1.0,0.8327546757615734,delavenne,,,,
166,0.010578371038491694,False,0.7976451525149644,2.931145368736001,2.136509859054135,4.051028097776186,1.0,0.8095968887310098,delavenne,,,,
167,0.011256361592768792,False,0.8488237799913665,2.8339026172667827,2.2527641961798968,5.545933758558928,1.0,0.46108376741549695,delavenne,,,,
168,0.010637733403427687,False,0.7799849727757041,3.0820979858025597,2.378234796194556,4.653775144254533,1.0,0.9468399988865268,delavenne,,,,
169,0.011062931390741649,False,0.7711308494025156,2.9670202114845137,2.532157120511815,4.152064978021131,1.0,0.893264604955355,delavenne,,,,
170,0.01148693737136715,False,0.8764789477731652,2.9314988804706434,2.4365095677514006,4.622758305805809,1.0,0.9012957970729734,delavenne,,,,
171,0.009899471373070812,False,0.8554583982404019,3.171061497700808,2.04739556292418,4.458941120346361,1.0,1.0817910793355279,delavenne,,,,
172,0.010493385982295416,False,0.759166304430733,3.2695710261780198,2.624357555229896,5.889154546968733,1.0,1.065889990206328,delavenne,,,,
173,0.011062861204985982,False,0.9297131865534236,2.9076586091551326,2.2344744560563647,7.013259595054316,1.0,0.5712018410218932,delavenne,,,,
174,0.011412338340266805,False,0.877141870682043,3.072998313381305,2.566026405159512,4.738833785537536,1.0,0.7520247859950973,delavenne,,,,
175,0.009561540322377672,False,0.6930505749684549,3.2391655021790497,2.265073099244249,4.713065028765003,1.0,0.9123046983435316,delavenne,,,,
176,0.010245908945550346,False,0.9020306931308567,3.1070187445388586,2.1667742139063173,7.549673279443763,1.0,0.7637404010853044,delavenne,,,,
177,0.011759161423961578,False,1.148282659055115,3.056276787723094,2.2001020286948902,5.457461979310115,1.0,0.9150638536099426,delavenne,,,,
178,0.011169486411735033,False,0.9574986025815826,2.9475048385131513,2.181600937422828,4.654984880015086,1.0,0.8122083137401345,delavenne,,,,
179,0.0104262404946028,False,0.7940677184214133,3.0029848701775874,2.261389263624376,5.588874541108532,1.0,0.5901422267403259,delavenne,,,,
180,0.009227733302082881,False,0.8656528147612916,3.1825950766731643,1.781006658446183,4.1949720701630016,1.0,0.6075477837249451,delavenne,,,,
181,0.01035915697581824,False,0.7714718497165721,3.1729329787755653,2.3530860336413713,3.929260136369633,1.0,0.5811226689535753,delavenne,,,,
182,0.009362009840755985,False,0.7097269498609216,2.9688221666155643,1.8315753593602924,5.595889861280805,1.0,0.5324574399093018,delavenne,,,,
183,0.010154557112441585,False,0.7330280818246483,3.123596943383197,2.312117634271455,4.94158890181362,1.0,0.5502668710381204,delavenne,,,,
184,0.010663798165798651,False,0.8589653930287464,3.1282115023527206,2.3176868316462333,4.567757410127162,1.0,0.4604661721846174,delavenne,,,,
185,0.009899698299624882,False,0.7638689554022842,3.105364610728642,2.144324312583136,4.549166825271393,1.0,0.937862433853825,delavenne,,,,
186,0.009774162744100102,False,0.8455696591834094,3.186944571847016,2.0015398297294777,5.699261365451718,1.0,0.6229333481431382,delavenne,,,,
187,0.01066804796673046,False,0.8913311609531118,2.9641951716609887,2.0693158092971653,4.213378430795247,1.0,0.6941021506277246,delavenne,,,,
188,0.009767746204535863,False,0.7399745707338823,3.2746206171947416,2.3525178449700617,4.230441421106739,1.0,0.6057328095916887,delavenne,,,,
189,0.010850792870753677,False,0.8683249039864317,2.9597984165180447,2.211114531631214,4.614816956224964,1.0,1.0410966092574376,delavenne,,,,
190,0.010600313822024907,False,0.78235382581474,3.2647364204456326,2.57434420472377,5.209422564190856,1.0,0.5499678021435142,delavenne,,,,
191,0.010804669303813364,False,0.9070324705689559,2.993533539743773,2.0992994797831113,4.837053298190539,1.0,0.8976032767130444,delavenne,,,,
192,0.009781492007206932,False,0.7323925098434959,3.0503876989457512,2.11228397955053,4.278077062165103,1.0,0.9602708681102208,delavenne,,,,
193,0.010244485093833501,False,0.7676936056491213,3.200302556831739,2.372318918173512,5.136341846302749,1.0,0.584873741327567,delavenne,,,,
194,0.010409065815996002,False,0.7666555738018833,3.0253056864967722,2.2723046811126935,3.935392379559727,1.0,1.0593935541768156,delavenne,,,,
195,0.011553403471727019,False,0.9039857510983451,3.0098323691320634,2.5465914468502526,4.51686175779945,1.0,0.4660008459514886,delavenne,,,,
196,0.011650342871081692,False,0.8934811525175259,2.9619838713134006,2.400413106260891,4.78523869349937,1.0,1.202824100307749,delavenne,,,,
197,0.01017923827783474,False,0.8541860098529437,2.9970674287855643,1.9879649582724646,5.249875631923658,1.0,0.8290593914460398,delavenne,,,,
198,0.01004285139114465,False,0.7296526884630768,3.159819410842444,2.2864207535508334,4.416653926111176,1.0,0.5637097980506488,delavenne,,,,
199,0.009901940188059401,False,0.7809486957752051,3.1079477043198813,2.0843374783408675,3.902505228907547,1.0,0.6064173791158768,delavenne,,,,
